app_id,customer_id,application_date,product,requested_amount,tenure_months,channel,approval_status,rejection_reason,approved_amount,interest_rate,risk_score
APP0001493,CUST002031,2026-05-11,Consumer Durable Loan,98000,12,Referral,Approved,,81000,22.66,412.3
APP0001494,CUST000506,2026-05-04,Merchant Loan,206000,12,App,Approved,,193000,16.07,183.2
APP0001495,CUST000082,2026-03-10,Personal Loan,127000,24,App,Approved,,97000,16.26,216.2
APP0001496,CUST002242,2026-06-17,Two Wheeler Loan,64000,9,Partner,Rejected,Policy score cutoff,0,0.0,352.7
APP0001497,CUST002473,2025-10-03,Two Wheeler Loan,81000,9,Branch,Rejected,Policy score cutoff,0,0.0,477.3
APP0001498,CUST001026,2025-12-06,Consumer Durable Loan,81000,36,Referral,Rejected,Affordability policy,0,0.0,289.5
APP0001499,CUST001780,2025-07-15,Personal Loan,44000,12,App,Rejected,Affordability policy,0,0.0,118.8
APP0001500,CUST001533,2026-04-05,Two Wheeler Loan,62000,24,App,Rejected,Policy score cutoff,0,0.0,387.4
APP0001501,CUST002276,2025-12-17,Personal Loan,118000,9,Partner,Rejected,Affordability policy,0,0.0,290.8
APP0001502,CUST001301,2026-01-10,Merchant Loan,124000,12,Referral,Rejected,Policy score cutoff,0,0.0,346.3
APP0001503,CUST000224,2026-03-22,Consumer Durable Loan,67000,18,Partner,Rejected,Affordability policy,0,0.0,255.8
APP0001504,CUST001625,2026-06-11,Two Wheeler Loan,72000,12,Branch,Approved,,70000,16.37,158.6
APP0001505,CUST001331,2026-02-23,Consumer Durable Loan,94000,24,Branch,Rejected,Policy score cutoff,0,0.0,382.2
APP0001506,CUST000968,2026-02-08,Consumer Durable Loan,52000,24,App,Rejected,Low bureau score,0,0.0,477.4
APP0001507,CUST001642,2026-06-09,Consumer Durable Loan,39000,24,Branch,Approved,,32000,15.6,170.8
APP0001508,CUST001029,2026-03-12,Personal Loan,137000,24,App,Approved,,109000,19.69,361.3
APP0001509,CUST002369,2026-06-11,Two Wheeler Loan,38000,36,Branch,Approved,,31000,20.21,278.5
APP0001510,CUST001395,2026-06-14,Consumer Durable Loan,73000,12,App,Approved,,68000,18.17,251.3
APP0001511,CUST000531,2026-01-13,Consumer Durable Loan,61000,12,App,Rejected,Affordability policy,0,0.0,307.4
APP0001512,CUST000117,2026-03-11,Personal Loan,58000,12,Partner,Approved,,54000,17.23,244.4
APP0001513,CUST000085,2025-10-09,Two Wheeler Loan,72000,6,App,Approved,,60000,15.58,245.3
APP0001514,CUST000168,2025-12-25,Personal Loan,131000,12,Partner,Rejected,Affordability policy,0,0.0,291.4
APP0001515,CUST000348,2025-12-08,Consumer Durable Loan,38000,12,App,Rejected,Affordability policy,0,0.0,324.6
APP0001516,CUST001762,2025-12-22,Consumer Durable Loan,84000,18,App,Approved,,82000,18.35,247.3
APP0001517,CUST000643,2026-03-08,Personal Loan,93000,24,App,Approved,,77000,19.29,283.0
APP0001518,CUST001567,2026-06-16,Personal Loan,99000,6,App,Rejected,Policy score cutoff,0,0.0,358.4
APP0001519,CUST000831,2026-01-21,Consumer Durable Loan,27000,36,App,Rejected,Policy score cutoff,0,0.0,407.9
APP0001520,CUST000036,2026-04-01,Two Wheeler Loan,92000,18,App,Rejected,Affordability policy,0,0.0,263.7
APP0001521,CUST001861,2026-03-22,Two Wheeler Loan,33000,18,Branch,Rejected,Policy score cutoff,0,0.0,426.7
APP0001522,CUST001993,2025-10-20,Personal Loan,144000,24,Referral,Rejected,Affordability policy,0,0.0,324.8
APP0001523,CUST001666,2026-04-26,Merchant Loan,243000,36,Referral,Rejected,Affordability policy,0,0.0,189.2
APP0001524,CUST001908,2026-04-11,Merchant Loan,196000,18,Branch,Approved,,189000,17.29,314.8
APP0001525,CUST001503,2025-10-20,Merchant Loan,136000,18,Referral,Rejected,Affordability policy,0,0.0,236.1
APP0001526,CUST001349,2026-04-02,Personal Loan,188000,6,App,Approved,,166000,15.78,154.3
APP0001527,CUST000223,2025-11-05,Personal Loan,120000,12,App,Approved,,103000,16.65,187.7
APP0001528,CUST001864,2026-02-11,Merchant Loan,251000,18,App,Approved,,226000,20.81,315.8
APP0001529,CUST000748,2026-05-05,Personal Loan,150000,18,App,Rejected,Recent delinquency,0,0.0,363.2
APP0001530,CUST000156,2025-08-07,Two Wheeler Loan,83000,24,App,Rejected,Affordability policy,0,0.0,217.6
APP0001531,CUST000987,2025-11-13,Personal Loan,126000,24,Branch,Rejected,Policy score cutoff,0,0.0,338.1
APP0001532,CUST000114,2026-04-24,Two Wheeler Loan,67000,12,Partner,Rejected,Policy score cutoff,0,0.0,402.8
APP0001533,CUST002397,2026-05-03,Consumer Durable Loan,92000,24,App,Approved,,90000,17.67,228.6
APP0001534,CUST001577,2026-05-14,Consumer Durable Loan,41000,24,App,Rejected,Policy score cutoff,0,0.0,332.4
APP0001535,CUST001323,2026-03-20,Merchant Loan,70000,18,Partner,Approved,,58000,20.99,326.3
APP0001536,CUST001765,2025-11-14,Two Wheeler Loan,46000,9,Partner,Approved,,45000,19.17,295.3
APP0001537,CUST000075,2026-03-08,Personal Loan,68000,12,Partner,Rejected,Affordability policy,0,0.0,279.1
APP0001538,CUST000607,2025-09-02,Personal Loan,139000,9,App,Approved,,117000,14.63,170.6
APP0001539,CUST000436,2025-09-19,Two Wheeler Loan,46000,9,App,Rejected,Policy score cutoff,0,0.0,383.6
APP0001540,CUST001248,2025-10-09,Personal Loan,93000,36,App,Rejected,Low bureau score,0,0.0,425.3
APP0001541,CUST001946,2025-10-27,Two Wheeler Loan,35000,24,Partner,Rejected,Policy score cutoff,0,0.0,333.5
APP0001542,CUST000479,2025-11-08,Consumer Durable Loan,59000,18,App,Approved,,54000,14.82,146.3
APP0001543,CUST002269,2026-06-02,Two Wheeler Loan,37000,36,Referral,Rejected,Low bureau score,0,0.0,417.5
APP0001544,CUST000931,2026-05-14,Consumer Durable Loan,63000,12,Partner,Rejected,Affordability policy,0,0.0,279.4
APP0001545,CUST002365,2025-09-24,Personal Loan,100000,36,App,Approved,,99000,18.35,311.4
APP0001546,CUST001368,2025-08-26,Two Wheeler Loan,74000,6,Partner,Rejected,Affordability policy,0,0.0,315.9
APP0001547,CUST002072,2025-11-09,Personal Loan,87000,12,Partner,Approved,,86000,18.04,252.1
APP0001548,CUST000323,2025-12-05,Personal Loan,105000,12,Branch,Rejected,Affordability policy,0,0.0,314.1
APP0001549,CUST002185,2025-11-19,Two Wheeler Loan,36000,12,App,Rejected,Affordability policy,0,0.0,311.3
APP0001550,CUST001617,2026-01-15,Consumer Durable Loan,52000,12,Referral,Approved,,40000,17.58,236.9
APP0001551,CUST002428,2026-04-22,Personal Loan,200000,24,Referral,Rejected,Policy score cutoff,0,0.0,365.1
APP0001552,CUST000857,2026-06-08,Two Wheeler Loan,28000,9,Partner,Approved,,22000,16.2,218.2
APP0001553,CUST001958,2025-08-22,Merchant Loan,230000,18,Partner,Approved,,205000,18.8,342.4
APP0001554,CUST002160,2025-09-23,Consumer Durable Loan,43000,18,App,Rejected,Recent delinquency,0,0.0,451.7
APP0001555,CUST000322,2026-04-23,Consumer Durable Loan,61000,12,App,Approved,,50000,15.67,173.1
APP0001556,CUST002185,2025-10-07,Personal Loan,173000,18,App,Rejected,Policy score cutoff,0,0.0,334.3
APP0001557,CUST000046,2026-04-14,Consumer Durable Loan,94000,24,App,Approved,,75000,17.11,232.4
APP0001558,CUST000409,2026-04-12,Personal Loan,55000,36,App,Rejected,Policy score cutoff,0,0.0,385.5
APP0001559,CUST000395,2026-01-16,Personal Loan,99000,24,App,Rejected,Policy score cutoff,0,0.0,420.6
APP0001560,CUST001134,2026-04-20,Two Wheeler Loan,43000,6,App,Rejected,Policy score cutoff,0,0.0,353.6
APP0001561,CUST000147,2026-06-24,Personal Loan,81000,12,Referral,Rejected,Policy score cutoff,0,0.0,413.3
APP0001562,CUST002151,2026-06-15,Personal Loan,106000,12,App,Rejected,Low bureau score,0,0.0,497.2
APP0001563,CUST000766,2025-10-20,Consumer Durable Loan,73000,12,Referral,Approved,,73000,17.75,323.7
APP0001564,CUST002132,2025-12-17,Consumer Durable Loan,39000,18,Partner,Rejected,Policy score cutoff,0,0.0,461.4
APP0001565,CUST002375,2025-07-21,Personal Loan,168000,12,App,Approved,,130000,20.42,262.8
APP0001566,CUST000913,2025-08-20,Merchant Loan,220000,9,Partner,Approved,,172000,16.58,186.9
APP0001567,CUST001656,2026-05-23,Consumer Durable Loan,24000,18,Partner,Rejected,Low bureau score,0,0.0,447.4
APP0001568,CUST001289,2025-09-02,Consumer Durable Loan,44000,18,Partner,Approved,,35000,16.85,279.1
APP0001569,CUST000594,2026-02-22,Personal Loan,46000,18,App,Approved,,39000,17.1,211.1
APP0001570,CUST000835,2026-06-24,Personal Loan,160000,12,Partner,Rejected,Policy score cutoff,0,0.0,470.9
APP0001571,CUST002113,2026-01-21,Personal Loan,96000,6,Partner,Rejected,Affordability policy,0,0.0,296.8
APP0001572,CUST002310,2025-09-15,Merchant Loan,310000,12,Partner,Approved,,288000,17.66,224.5
APP0001573,CUST001274,2025-09-10,Personal Loan,150000,24,App,Rejected,Affordability policy,0,0.0,270.5
APP0001574,CUST000586,2026-05-25,Personal Loan,44000,18,Referral,Rejected,Affordability policy,0,0.0,259.4
APP0001575,CUST001844,2025-12-22,Consumer Durable Loan,77000,18,Branch,Rejected,Affordability policy,0,0.0,309.2
APP0001576,CUST000912,2026-02-15,Personal Loan,150000,18,Partner,Approved,,118000,21.24,321.1
APP0001577,CUST000418,2025-11-20,Consumer Durable Loan,81000,36,App,Rejected,Affordability policy,0,0.0,261.3
APP0001578,CUST000693,2025-07-10,Consumer Durable Loan,112000,36,App,Approved,,106000,18.43,241.1
APP0001579,CUST001455,2026-01-22,Personal Loan,169000,18,Partner,Approved,,159000,20.34,240.8
APP0001580,CUST000305,2026-05-06,Two Wheeler Loan,40000,18,App,Approved,,37000,17.63,171.6
APP0001581,CUST000250,2026-04-19,Personal Loan,51000,12,Partner,Approved,,44000,13.97,181.3
APP0001582,CUST001849,2026-01-15,Personal Loan,113000,12,Partner,Rejected,Affordability policy,0,0.0,277.9
APP0001583,CUST000144,2026-01-11,Personal Loan,62000,36,App,Approved,,50000,20.16,350.7
APP0001584,CUST001939,2026-04-25,Personal Loan,150000,12,App,Approved,,113000,20.0,334.2
APP0001585,CUST002113,2025-11-22,Personal Loan,186000,24,App,Approved,,154000,20.28,301.4
APP0001586,CUST002358,2026-04-12,Two Wheeler Loan,102000,9,App,Approved,,93000,19.17,250.9
APP0001587,CUST000200,2025-11-17,Two Wheeler Loan,63000,9,App,Rejected,Recent delinquency,0,0.0,366.6
APP0001588,CUST001334,2026-01-04,Consumer Durable Loan,74000,12,App,Rejected,Affordability policy,0,0.0,269.1
APP0001589,CUST002256,2026-03-16,Personal Loan,100000,18,App,Approved,,84000,17.41,205.6
APP0001590,CUST000426,2025-12-01,Two Wheeler Loan,53000,18,App,Rejected,Affordability policy,0,0.0,268.4
APP0001591,CUST002360,2025-12-18,Two Wheeler Loan,92000,24,App,Approved,,84000,16.4,173.1
APP0001592,CUST001173,2026-03-12,Personal Loan,61000,12,Partner,Approved,,46000,20.02,243.7
APP0001593,CUST002383,2026-05-15,Merchant Loan,95000,18,App,Approved,,82000,16.83,169.3
APP0001594,CUST002279,2025-12-25,Personal Loan,184000,18,Branch,Approved,,180000,20.55,305.3
APP0001595,CUST001614,2026-01-08,Personal Loan,172000,24,App,Rejected,Policy score cutoff,0,0.0,370.7
APP0001596,CUST000478,2025-12-04,Two Wheeler Loan,76000,18,App,Rejected,Recent delinquency,0,0.0,360.1
APP0001597,CUST001883,2025-09-19,Consumer Durable Loan,55000,24,Branch,Rejected,Policy score cutoff,0,0.0,345.6
APP0001598,CUST000684,2026-06-19,Personal Loan,119000,12,Branch,Approved,,94000,19.64,299.9
APP0001599,CUST001134,2026-06-21,Personal Loan,143000,12,Branch,Rejected,Policy score cutoff,0,0.0,382.4
APP0001600,CUST000068,2026-06-19,Personal Loan,111000,18,App,Rejected,Affordability policy,0,0.0,316.4
APP0001601,CUST001736,2025-08-24,Consumer Durable Loan,45000,12,Partner,Rejected,Low bureau score,0,0.0,452.1
APP0001602,CUST000782,2026-03-14,Personal Loan,113000,18,Partner,Rejected,Low bureau score,0,0.0,516.7
APP0001603,CUST000381,2025-11-03,Consumer Durable Loan,32000,18,App,Approved,,29000,17.62,210.4
APP0001604,CUST002019,2025-08-23,Personal Loan,95000,18,Referral,Rejected,Affordability policy,0,0.0,241.4
APP0001605,CUST001222,2025-11-19,Consumer Durable Loan,32000,12,Branch,Approved,,26000,20.27,273.0
APP0001606,CUST001139,2026-03-26,Personal Loan,89000,36,Partner,Approved,,74000,16.08,169.2
APP0001607,CUST000680,2026-03-23,Two Wheeler Loan,92000,12,App,Rejected,Affordability policy,0,0.0,259.5
APP0001608,CUST001476,2025-08-03,Personal Loan,98000,12,Partner,Rejected,Recent delinquency,0,0.0,451.7
APP0001609,CUST000334,2026-01-04,Personal Loan,117000,24,App,Approved,,96000,20.01,261.6
APP0001610,CUST002280,2026-04-20,Consumer Durable Loan,68000,12,App,Approved,,53000,16.08,215.5
APP0001611,CUST001964,2026-02-04,Personal Loan,22000,12,Branch,Approved,,18000,17.99,258.8
APP0001612,CUST000494,2025-11-05,Two Wheeler Loan,63000,24,Partner,Rejected,Policy score cutoff,0,0.0,373.4
APP0001613,CUST001319,2026-04-03,Two Wheeler Loan,64000,36,Branch,Rejected,Affordability policy,0,0.0,325.6
APP0001614,CUST000478,2025-10-09,Personal Loan,206000,18,Referral,Rejected,Recent delinquency,0,0.0,391.3
APP0001615,CUST000369,2026-05-26,Merchant Loan,65000,18,App,Approved,,57000,19.42,241.5
APP0001616,CUST001288,2026-06-03,Two Wheeler Loan,45000,24,Branch,Approved,,37000,18.39,241.6
APP0001617,CUST001891,2026-04-21,Personal Loan,32000,12,App,Rejected,Recent delinquency,0,0.0,316.3
APP0001618,CUST002172,2026-04-27,Personal Loan,134000,18,Partner,Rejected,Low bureau score,0,0.0,461.1
APP0001619,CUST001008,2026-05-06,Personal Loan,144000,12,App,Approved,,115000,15.81,144.3
APP0001620,CUST000085,2025-12-14,Personal Loan,85000,6,App,Approved,,73000,15.03,238.4
APP0001621,CUST002234,2025-10-15,Personal Loan,75000,36,Partner,Approved,,65000,17.57,248.5
APP0001622,CUST002280,2025-12-02,Personal Loan,78000,12,Partner,Rejected,Affordability policy,0,0.0,246.8
APP0001623,CUST002105,2026-03-14,Personal Loan,146000,6,App,Approved,,127000,20.57,326.2
APP0001624,CUST001249,2026-06-20,Personal Loan,150000,18,Partner,Approved,,145000,19.17,234.9
APP0001625,CUST002211,2026-04-22,Personal Loan,157000,36,App,Rejected,Affordability policy,0,0.0,299.5
APP0001626,CUST000502,2025-08-13,Personal Loan,176000,18,App,Approved,,156000,17.4,282.2
APP0001627,CUST001386,2026-05-16,Personal Loan,51000,9,App,Approved,,49000,15.53,181.7
APP0001628,CUST002381,2025-09-06,Consumer Durable Loan,82000,9,App,Rejected,Policy score cutoff,0,0.0,426.1
APP0001629,CUST000161,2026-01-12,Two Wheeler Loan,70000,36,App,Rejected,Affordability policy,0,0.0,299.5
APP0001630,CUST002059,2025-07-18,Personal Loan,78000,6,App,Rejected,Affordability policy,0,0.0,285.4
APP0001631,CUST000703,2025-10-14,Consumer Durable Loan,44000,12,Referral,Approved,,42000,17.5,192.1
APP0001632,CUST001446,2025-11-16,Two Wheeler Loan,13000,24,Partner,Rejected,Low bureau score,0,0.0,508.0
APP0001633,CUST000732,2025-12-20,Two Wheeler Loan,52000,18,App,Approved,,41000,14.02,178.5
APP0001634,CUST000354,2026-05-01,Personal Loan,184000,24,App,Rejected,High recent enquiries,0,0.0,406.8
APP0001635,CUST000206,2025-08-22,Personal Loan,163000,18,App,Approved,,145000,17.83,279.4
APP0001636,CUST001930,2026-06-20,Merchant Loan,75000,12,Branch,Rejected,Affordability policy,0,0.0,243.4
APP0001637,CUST001510,2026-06-24,Consumer Durable Loan,60000,24,App,Approved,,53000,17.88,248.2
APP0001638,CUST002330,2026-04-11,Consumer Durable Loan,54000,9,Branch,Rejected,Policy score cutoff,0,0.0,344.3
APP0001639,CUST001823,2025-09-04,Personal Loan,111000,12,Partner,Approved,,89000,21.1,307.1
APP0001640,CUST001976,2025-11-05,Personal Loan,38000,12,Partner,Rejected,Affordability policy,0,0.0,311.2
APP0001641,CUST001341,2026-06-05,Two Wheeler Loan,85000,12,Partner,Rejected,Policy score cutoff,0,0.0,399.7
APP0001642,CUST001174,2025-08-06,Two Wheeler Loan,57000,6,App,Approved,,54000,16.15,186.6
APP0001643,CUST001819,2025-12-12,Two Wheeler Loan,90000,6,App,Rejected,Policy score cutoff,0,0.0,358.3
APP0001644,CUST000958,2025-12-26,Two Wheeler Loan,82000,9,App,Rejected,Affordability policy,0,0.0,283.9
APP0001645,CUST001708,2025-09-13,Consumer Durable Loan,71000,12,App,Approved,,64000,16.69,195.1
APP0001646,CUST000977,2025-10-16,Two Wheeler Loan,43000,12,Referral,Approved,,33000,16.84,238.8
APP0001647,CUST000262,2025-08-10,Consumer Durable Loan,80000,12,Partner,Approved,,74000,15.19,166.3
APP0001648,CUST000144,2026-03-22,Merchant Loan,147000,12,App,Rejected,Affordability policy,0,0.0,323.5
APP0001649,CUST001101,2025-07-03,Two Wheeler Loan,44000,9,App,Approved,,35000,16.31,174.5
APP0001650,CUST001557,2025-12-16,Personal Loan,116000,12,Referral,Rejected,Affordability policy,0,0.0,308.6
APP0001651,CUST000871,2026-02-03,Consumer Durable Loan,62000,12,Partner,Rejected,Policy score cutoff,0,0.0,370.7
APP0001652,CUST002096,2025-07-22,Personal Loan,154000,18,App,Approved,,124000,17.38,207.3
APP0001653,CUST000953,2026-05-10,Personal Loan,90000,18,App,Rejected,Low bureau score,0,0.0,541.1
APP0001654,CUST002237,2026-04-06,Two Wheeler Loan,32000,9,App,Approved,,24000,17.23,233.3
APP0001655,CUST002382,2026-05-03,Personal Loan,158000,18,App,Rejected,Affordability policy,0,0.0,289.9
APP0001656,CUST000697,2026-06-07,Personal Loan,73000,9,Branch,Approved,,65000,18.0,199.9
APP0001657,CUST002038,2026-01-05,Two Wheeler Loan,58000,6,App,Rejected,Policy score cutoff,0,0.0,331.1
APP0001658,CUST001337,2026-03-05,Two Wheeler Loan,39000,12,App,Rejected,Affordability policy,0,0.0,262.9
APP0001659,CUST001805,2025-12-01,Consumer Durable Loan,77000,18,Branch,Rejected,Affordability policy,0,0.0,258.8
APP0001660,CUST001035,2026-06-27,Consumer Durable Loan,67000,9,App,Approved,,54000,19.04,260.9
APP0001661,CUST001012,2025-12-27,Personal Loan,86000,24,App,Approved,,83000,14.41,121.7
APP0001662,CUST001000,2026-04-09,Personal Loan,95000,24,Partner,Rejected,Policy score cutoff,0,0.0,465.6
APP0001663,CUST001706,2026-04-25,Merchant Loan,226000,12,Referral,Rejected,Policy score cutoff,0,0.0,348.3
APP0001664,CUST000106,2026-05-17,Personal Loan,145000,24,Partner,Rejected,Affordability policy,0,0.0,325.5
APP0001665,CUST000580,2026-05-24,Two Wheeler Loan,121000,18,Referral,Approved,,117000,19.27,279.1
APP0001666,CUST002412,2025-09-24,Personal Loan,125000,24,Partner,Rejected,Policy score cutoff,0,0.0,370.8
APP0001667,CUST002122,2025-12-09,Personal Loan,153000,12,Branch,Approved,,130000,18.76,275.3
APP0001668,CUST000309,2025-07-24,Two Wheeler Loan,80000,6,App,Rejected,Policy score cutoff,0,0.0,366.7
APP0001669,CUST000793,2026-06-04,Merchant Loan,274000,9,Partner,Approved,,259000,18.58,308.3
APP0001670,CUST001574,2026-03-08,Personal Loan,103000,12,App,Approved,,94000,21.14,330.2
APP0001671,CUST000463,2026-01-07,Two Wheeler Loan,62000,36,App,Rejected,Affordability policy,0,0.0,255.2
APP0001672,CUST001780,2025-07-10,Personal Loan,142000,18,App,Approved,,139000,17.59,119.3
APP0001673,CUST000611,2025-11-09,Consumer Durable Loan,68000,24,Partner,Rejected,Affordability policy,0,0.0,190.6
APP0001674,CUST002287,2025-09-13,Personal Loan,96000,18,App,Rejected,Low bureau score,0,0.0,453.7
APP0001675,CUST001367,2026-04-09,Consumer Durable Loan,85000,18,App,Rejected,Affordability policy,0,0.0,288.6
APP0001676,CUST000056,2025-07-15,Personal Loan,87000,12,Branch,Rejected,Affordability policy,0,0.0,304.6
APP0001677,CUST000689,2026-06-22,Personal Loan,133000,12,Branch,Approved,,116000,16.58,194.7
APP0001678,CUST000624,2025-09-18,Consumer Durable Loan,52000,24,App,Approved,,48000,18.67,258.0
APP0001679,CUST000307,2025-07-25,Personal Loan,117000,24,Branch,Rejected,Low bureau score,0,0.0,511.3
APP0001680,CUST002333,2025-12-15,Merchant Loan,153000,6,Branch,Rejected,Low bureau score,0,0.0,486.1
APP0001681,CUST001810,2026-04-10,Personal Loan,60000,12,Referral,Rejected,Affordability policy,0,0.0,324.5
APP0001682,CUST002176,2025-09-12,Two Wheeler Loan,47000,12,Partner,Rejected,Low bureau score,0,0.0,467.3
APP0001683,CUST002400,2026-02-16,Personal Loan,166000,12,App,Rejected,Policy score cutoff,0,0.0,443.5
APP0001684,CUST001316,2026-02-15,Consumer Durable Loan,77000,9,Branch,Approved,,65000,18.48,277.7
APP0001685,CUST001652,2026-05-09,Two Wheeler Loan,66000,24,Partner,Approved,,61000,19.46,282.1
APP0001686,CUST002034,2026-01-13,Personal Loan,96000,36,Partner,Rejected,Affordability policy,0,0.0,207.0
APP0001687,CUST000860,2026-04-01,Two Wheeler Loan,70000,36,Partner,Rejected,Affordability policy,0,0.0,329.4
APP0001688,CUST000914,2026-04-23,Two Wheeler Loan,68000,18,Referral,Approved,,67000,20.65,334.5
APP0001689,CUST000956,2026-05-16,Two Wheeler Loan,69000,6,App,Approved,,57000,16.29,190.4
APP0001690,CUST000522,2026-06-06,Two Wheeler Loan,63000,12,Referral,Approved,,62000,17.59,176.2
APP0001691,CUST000131,2025-07-20,Two Wheeler Loan,79000,24,Branch,Rejected,Low bureau score,0,0.0,492.6
APP0001692,CUST000498,2026-06-08,Personal Loan,160000,12,Partner,Rejected,Low bureau score,0,0.0,546.5
APP0001693,CUST002333,2026-04-24,Personal Loan,96000,24,App,Rejected,Low bureau score,0,0.0,482.3
APP0001694,CUST001203,2025-10-04,Merchant Loan,148000,18,Partner,Rejected,Policy score cutoff,0,0.0,478.1
APP0001695,CUST001206,2026-05-12,Personal Loan,70000,24,App,Rejected,Policy score cutoff,0,0.0,394.3
APP0001696,CUST000937,2026-05-25,Two Wheeler Loan,69000,18,App,Rejected,Low bureau score,0,0.0,585.7
APP0001697,CUST001827,2025-08-03,Two Wheeler Loan,54000,12,Partner,Rejected,Policy score cutoff,0,0.0,392.6
APP0001698,CUST001521,2026-05-11,Consumer Durable Loan,30000,18,App,Rejected,Affordability policy,0,0.0,290.0
APP0001699,CUST000605,2025-09-25,Personal Loan,166000,18,App,Rejected,Affordability policy,0,0.0,324.8
APP0001700,CUST001369,2025-08-27,Personal Loan,191000,24,Branch,Rejected,Low bureau score,0,0.0,488.3
APP0001701,CUST000034,2026-03-20,Personal Loan,98000,24,App,Approved,,78000,17.61,213.1
APP0001702,CUST000108,2025-07-20,Personal Loan,115000,6,Partner,Rejected,Affordability policy,0,0.0,269.6
APP0001703,CUST000727,2026-04-05,Merchant Loan,209000,6,Referral,Approved,,195000,17.6,174.0
APP0001704,CUST002480,2026-05-22,Personal Loan,201000,18,Partner,Rejected,Affordability policy,0,0.0,252.8
APP0001705,CUST000811,2026-02-06,Personal Loan,168000,9,App,Rejected,Low bureau score,0,0.0,425.1
APP0001706,CUST000369,2026-04-16,Two Wheeler Loan,55000,18,Partner,Approved,,46000,17.75,215.3
APP0001707,CUST001978,2025-11-27,Two Wheeler Loan,63000,18,App,Rejected,Low bureau score,0,0.0,639.0
APP0001708,CUST000295,2026-01-14,Two Wheeler Loan,81000,9,Referral,Approved,,61000,21.23,370.6
APP0001709,CUST002335,2025-11-17,Merchant Loan,36000,24,App,Rejected,Affordability policy,0,0.0,267.1
APP0001710,CUST002094,2025-11-04,Personal Loan,174000,12,Branch,Rejected,Affordability policy,0,0.0,304.5
APP0001711,CUST001048,2025-12-23,Personal Loan,66000,9,Partner,Rejected,Low bureau score,0,0.0,453.7
APP0001712,CUST002278,2026-06-08,Personal Loan,140000,24,Branch,Rejected,Policy score cutoff,0,0.0,332.1
APP0001713,CUST002362,2025-12-12,Two Wheeler Loan,66000,24,App,Rejected,Policy score cutoff,0,0.0,422.4
APP0001714,CUST001315,2026-03-25,Two Wheeler Loan,46000,6,Referral,Rejected,Policy score cutoff,0,0.0,370.5
APP0001715,CUST002404,2025-10-02,Two Wheeler Loan,48000,12,Branch,Approved,,42000,14.62,138.1
APP0001716,CUST001530,2026-01-10,Merchant Loan,123000,12,App,Rejected,Policy score cutoff,0,0.0,410.9
APP0001717,CUST002429,2026-06-10,Merchant Loan,43000,12,App,Approved,,35000,16.17,211.1
APP0001718,CUST001080,2025-08-15,Personal Loan,111000,12,App,Rejected,Low bureau score,0,0.0,504.1
APP0001719,CUST002443,2025-12-12,Two Wheeler Loan,71000,12,Partner,Approved,,57000,16.5,243.5
APP0001720,CUST001205,2026-05-27,Merchant Loan,208000,24,App,Approved,,161000,17.38,145.6
APP0001721,CUST000022,2026-04-10,Personal Loan,121000,6,Partner,Approved,,112000,18.09,163.0
APP0001722,CUST001434,2025-10-25,Consumer Durable Loan,84000,12,Partner,Approved,,75000,17.63,257.7
APP0001723,CUST002025,2025-07-27,Two Wheeler Loan,21000,12,App,Approved,,17000,19.91,338.2
APP0001724,CUST002488,2026-05-26,Personal Loan,126000,12,App,Rejected,Affordability policy,0,0.0,180.3
APP0001725,CUST000766,2025-11-21,Two Wheeler Loan,54000,12,Branch,Rejected,Policy score cutoff,0,0.0,387.7
APP0001726,CUST001710,2025-11-09,Personal Loan,98000,12,Branch,Rejected,Affordability policy,0,0.0,260.1
APP0001727,CUST001162,2026-06-25,Merchant Loan,144000,12,Referral,Approved,,118000,18.95,248.5
APP0001728,CUST001889,2026-04-09,Two Wheeler Loan,104000,18,App,Approved,,80000,18.59,256.1
APP0001729,CUST000844,2025-11-22,Personal Loan,72000,12,App,Rejected,Affordability policy,0,0.0,210.0
APP0001730,CUST002215,2026-04-24,Two Wheeler Loan,51000,9,Referral,Rejected,Affordability policy,0,0.0,310.5
APP0001731,CUST001449,2026-02-07,Personal Loan,168000,24,Referral,Approved,,153000,17.56,174.6
APP0001732,CUST000075,2026-01-07,Two Wheeler Loan,34000,18,App,Approved,,29000,17.03,211.2
APP0001733,CUST000608,2026-04-23,Two Wheeler Loan,59000,18,App,Rejected,Policy score cutoff,0,0.0,373.6
APP0001734,CUST001418,2026-04-26,Consumer Durable Loan,49000,9,App,Approved,,41000,15.74,150.9
APP0001735,CUST001739,2026-01-08,Personal Loan,126000,24,Branch,Rejected,Policy score cutoff,0,0.0,442.2
APP0001736,CUST000535,2026-01-23,Consumer Durable Loan,48000,12,Branch,Approved,,44000,15.15,126.3
APP0001737,CUST001493,2026-05-11,Personal Loan,146000,12,App,Approved,,129000,14.27,102.3
APP0001738,CUST001002,2026-01-20,Consumer Durable Loan,83000,18,Branch,Approved,,67000,17.76,222.7
APP0001739,CUST000345,2025-07-15,Two Wheeler Loan,88000,9,App,Rejected,Affordability policy,0,0.0,253.0
APP0001740,CUST000468,2026-02-21,Two Wheeler Loan,89000,18,Referral,Rejected,Affordability policy,0,0.0,319.4
APP0001741,CUST001822,2026-05-24,Personal Loan,119000,18,Branch,Rejected,Low bureau score,0,0.0,579.2
