customer_id,state,city,age,employment_type,monthly_income,credit_segment,created_at
CUST000353,Telangana,Hyderabad,56,Small business,40136,Emerging,2025-05-10
CUST000354,Maharashtra,Mumbai,56,Gig worker,18420,Mass,2026-03-17
CUST000355,Tamil Nadu,Madurai,33,Salaried,63072,Prime,2025-06-13
CUST000356,Gujarat,Ahmedabad,33,Salaried,77825,Prime,2025-09-30
CUST000357,Tamil Nadu,Madurai,33,Salaried,70292,Prime,2025-09-20
CUST000358,Tamil Nadu,Madurai,56,Salaried,23761,Mass,2025-10-14
CUST000359,Gujarat,Surat,27,Self-employed,55264,Prime,2025-01-12
CUST000360,Tamil Nadu,Chennai,50,Salaried,65670,Prime,2025-11-05
CUST000361,Maharashtra,Mumbai,28,Gig worker,31020,Emerging,2025-10-26
CUST000362,Karnataka,Mysore,21,Small business,57068,Prime,2026-02-23
CUST000363,Gujarat,Vadodara,26,Salaried,37415,Emerging,2025-05-17
CUST000364,Maharashtra,Mumbai,37,Salaried,46762,Emerging,2025-12-06
CUST000365,Tamil Nadu,Madurai,39,Self-employed,64998,Prime,2026-01-31
CUST000366,Karnataka,Bangalore,41,Salaried,62320,Prime,2025-02-03
CUST000367,Maharashtra,Pune,32,Salaried,30633,Emerging,2026-04-11
CUST000368,Delhi,Delhi,39,Salaried,72454,Prime,2025-06-04
CUST000369,Tamil Nadu,Chennai,23,Self-employed,83447,Prime,2026-02-07
CUST000370,Tamil Nadu,Chennai,34,Self-employed,71152,Prime,2025-03-19
CUST000371,Tamil Nadu,Chennai,38,Salaried,30283,Emerging,2025-09-14
CUST000372,Tamil Nadu,Chennai,34,Small business,78440,Prime,2026-02-03
CUST000373,Maharashtra,Nagpur,43,Salaried,48712,Emerging,2026-02-24
CUST000374,Telangana,Warangal,25,Self-employed,34858,Emerging,2026-03-16
CUST000375,Maharashtra,Mumbai,47,Salaried,37376,Emerging,2025-12-25
CUST000376,Maharashtra,Mumbai,37,Small business,12000,Mass,2025-09-29
CUST000377,Telangana,Warangal,55,Salaried,31621,Emerging,2025-03-10
CUST000378,Maharashtra,Pune,29,Small business,29488,Emerging,2025-01-31
CUST000379,Telangana,Hyderabad,29,Self-employed,104320,Affluent,2025-01-14
CUST000380,Maharashtra,Pune,21,Gig worker,12000,Mass,2025-06-11
CUST000381,Karnataka,Mysore,42,Salaried,75563,Prime,2025-08-29
CUST000382,Telangana,Hyderabad,21,Self-employed,72447,Prime,2025-05-16
CUST000383,Gujarat,Ahmedabad,43,Salaried,38433,Emerging,2026-03-06
CUST000384,Karnataka,Bangalore,59,Small business,12000,Mass,2025-05-02
CUST000385,Tamil Nadu,Chennai,27,Salaried,47949,Emerging,2025-08-31
CUST000386,Karnataka,Hubli,33,Self-employed,52883,Prime,2026-01-13
CUST000387,Maharashtra,Pune,57,Small business,73993,Prime,2026-01-10
CUST000388,Karnataka,Hubli,49,Small business,16348,Mass,2026-01-03
CUST000389,Delhi,Delhi,26,Salaried,57413,Prime,2026-01-23
CUST000390,Maharashtra,Pune,28,Salaried,39555,Emerging,2026-01-02
CUST000391,Gujarat,Vadodara,48,Small business,34413,Emerging,2026-05-10
CUST000392,Tamil Nadu,Chennai,26,Salaried,65189,Prime,2025-03-09
CUST000393,Tamil Nadu,Chennai,44,Self-employed,44906,Emerging,2025-09-07
CUST000394,Karnataka,Bangalore,24,Salaried,60191,Prime,2025-03-08
CUST000395,Telangana,Warangal,38,Small business,25187,Emerging,2025-01-27
CUST000396,Delhi,Delhi,57,Self-employed,58848,Prime,2026-04-23
CUST000397,Maharashtra,Mumbai,53,Salaried,55697,Prime,2026-04-19
CUST000398,Karnataka,Bangalore,27,Salaried,77917,Prime,2026-04-07
CUST000399,Telangana,Warangal,53,Gig worker,57475,Prime,2026-01-23
CUST000400,Karnataka,Hubli,60,Salaried,32449,Emerging,2025-02-22
CUST000401,Maharashtra,Mumbai,49,Small business,29650,Emerging,2026-03-02
CUST000402,Maharashtra,Mumbai,31,Gig worker,47828,Emerging,2026-04-09
CUST000403,Karnataka,Hubli,59,Salaried,54950,Prime,2025-01-09
CUST000404,Gujarat,Vadodara,35,Self-employed,58775,Prime,2025-02-16
CUST000405,Karnataka,Bangalore,57,Salaried,49593,Emerging,2025-05-11
CUST000406,Telangana,Hyderabad,42,Self-employed,63155,Prime,2025-05-11
CUST000407,Karnataka,Mysore,37,Self-employed,58774,Prime,2025-06-07
CUST000408,Karnataka,Mysore,31,Salaried,20641,Mass,2025-03-17
CUST000409,Karnataka,Bangalore,22,Gig worker,14877,Mass,2025-05-17
CUST000410,Maharashtra,Nagpur,22,Salaried,39415,Emerging,2025-06-13
CUST000411,Telangana,Warangal,21,Small business,12000,Mass,2025-11-28
CUST000412,Telangana,Warangal,40,Salaried,80414,Prime,2025-03-14
CUST000413,Delhi,Delhi,43,Salaried,61602,Prime,2026-02-25
CUST000414,Karnataka,Bangalore,22,Self-employed,73763,Prime,2025-03-12
CUST000415,Maharashtra,Mumbai,58,Self-employed,63196,Prime,2025-06-08
CUST000416,Karnataka,Hubli,32,Salaried,73446,Prime,2025-10-07
CUST000417,Gujarat,Vadodara,61,Salaried,40696,Emerging,2026-01-07
CUST000418,Maharashtra,Mumbai,39,Salaried,77068,Prime,2025-12-03
CUST000419,Telangana,Hyderabad,39,Small business,37441,Emerging,2025-06-10
CUST000420,Karnataka,Bangalore,46,Salaried,52169,Prime,2026-04-11
CUST000421,Maharashtra,Mumbai,34,Salaried,38910,Emerging,2025-10-11
CUST000422,Maharashtra,Mumbai,22,Salaried,74076,Prime,2025-12-30
CUST000423,Tamil Nadu,Madurai,50,Salaried,31497,Emerging,2025-02-26
CUST000424,Tamil Nadu,Chennai,31,Salaried,76688,Prime,2026-02-11
CUST000425,Karnataka,Hubli,41,Salaried,22688,Mass,2025-07-08
CUST000426,Karnataka,Mysore,58,Salaried,34972,Emerging,2025-08-27
CUST000427,Karnataka,Hubli,42,Small business,20905,Mass,2025-04-14
CUST000428,Karnataka,Bangalore,58,Salaried,37783,Emerging,2025-01-14
CUST000429,Gujarat,Ahmedabad,30,Salaried,47052,Emerging,2026-01-02
CUST000430,Karnataka,Bangalore,38,Salaried,50202,Prime,2026-05-11
CUST000431,Delhi,Delhi,43,Self-employed,53845,Prime,2025-12-03
CUST000432,Karnataka,Bangalore,38,Salaried,52044,Prime,2026-03-19
CUST000433,Telangana,Warangal,27,Small business,28918,Emerging,2025-07-30
CUST000434,Karnataka,Bangalore,22,Gig worker,65833,Prime,2026-02-27
CUST000435,Telangana,Warangal,30,Salaried,81926,Prime,2025-08-28
CUST000436,Karnataka,Hubli,46,Gig worker,21969,Mass,2025-07-11
CUST000437,Maharashtra,Pune,26,Salaried,44616,Emerging,2025-07-24
CUST000438,Karnataka,Bangalore,30,Salaried,20342,Mass,2025-12-26
CUST000439,Tamil Nadu,Madurai,21,Salaried,31415,Emerging,2025-12-06
CUST000440,Gujarat,Ahmedabad,23,Salaried,59815,Prime,2025-08-31
CUST000441,Tamil Nadu,Madurai,32,Salaried,65500,Prime,2025-05-25
CUST000442,Karnataka,Hubli,61,Self-employed,39636,Emerging,2025-03-12
CUST000443,Maharashtra,Mumbai,42,Small business,12000,Mass,2025-03-27
CUST000444,Tamil Nadu,Madurai,35,Self-employed,40674,Emerging,2025-03-03
CUST000445,Karnataka,Hubli,49,Salaried,50722,Prime,2025-08-13
CUST000446,Karnataka,Mysore,29,Salaried,55482,Prime,2025-11-17
CUST000447,Telangana,Warangal,52,Self-employed,65847,Prime,2025-02-06
CUST000448,Karnataka,Hubli,51,Salaried,24669,Mass,2025-07-04
CUST000449,Maharashtra,Nagpur,21,Small business,41873,Emerging,2025-05-29
CUST000450,Gujarat,Surat,49,Salaried,71161,Prime,2025-11-14
CUST000451,Tamil Nadu,Chennai,59,Salaried,31225,Emerging,2025-04-28
CUST000452,Karnataka,Bangalore,52,Salaried,45239,Emerging,2025-12-19
CUST000453,Karnataka,Mysore,39,Self-employed,61486,Prime,2025-08-11
CUST000454,Telangana,Warangal,61,Small business,15226,Mass,2025-09-17
CUST000455,Karnataka,Mysore,47,Salaried,42258,Emerging,2025-08-10
CUST000456,Telangana,Warangal,41,Self-employed,61834,Prime,2025-10-14
CUST000457,Maharashtra,Nagpur,59,Salaried,79899,Prime,2026-02-07
CUST000458,Delhi,Delhi,59,Gig worker,70338,Prime,2025-08-31
CUST000459,Karnataka,Bangalore,37,Gig worker,44603,Emerging,2025-10-02
CUST000460,Gujarat,Ahmedabad,30,Salaried,33679,Emerging,2025-03-25
CUST000461,Karnataka,Bangalore,45,Salaried,22115,Mass,2025-04-05
CUST000462,Maharashtra,Mumbai,36,Salaried,47641,Emerging,2025-10-25
CUST000463,Tamil Nadu,Madurai,41,Self-employed,73894,Prime,2025-03-03
CUST000464,Tamil Nadu,Chennai,27,Salaried,28160,Emerging,2025-03-27
CUST000465,Maharashtra,Nagpur,54,Salaried,77548,Prime,2026-03-28
CUST000466,Telangana,Hyderabad,25,Gig worker,50802,Prime,2025-08-12
CUST000467,Karnataka,Hubli,35,Salaried,54417,Prime,2026-03-28
CUST000468,Maharashtra,Pune,32,Small business,12000,Mass,2026-03-23
CUST000469,Gujarat,Ahmedabad,51,Small business,39850,Emerging,2025-06-07
CUST000470,Telangana,Hyderabad,32,Small business,12000,Mass,2026-04-05
CUST000471,Maharashtra,Pune,21,Self-employed,83132,Prime,2025-06-04
CUST000472,Gujarat,Surat,27,Small business,12000,Mass,2025-01-18
CUST000473,Karnataka,Bangalore,44,Gig worker,46789,Emerging,2025-04-12
CUST000474,Karnataka,Mysore,57,Salaried,46827,Emerging,2025-08-19
CUST000475,Maharashtra,Mumbai,40,Self-employed,36547,Emerging,2026-02-12
CUST000476,Karnataka,Mysore,49,Salaried,69868,Prime,2025-05-21
CUST000477,Telangana,Hyderabad,54,Salaried,64796,Prime,2026-05-14
CUST000478,Telangana,Warangal,32,Self-employed,40586,Emerging,2025-06-13
CUST000479,Karnataka,Bangalore,52,Salaried,61012,Prime,2025-08-29
CUST000480,Maharashtra,Pune,35,Self-employed,40989,Emerging,2025-06-28
CUST000481,Maharashtra,Pune,44,Self-employed,67895,Prime,2025-05-03
CUST000482,Karnataka,Hubli,58,Small business,29395,Emerging,2025-08-02
CUST000483,Karnataka,Hubli,32,Salaried,34869,Emerging,2025-03-05
CUST000484,Telangana,Warangal,43,Gig worker,45721,Emerging,2025-09-23
CUST000485,Karnataka,Mysore,24,Salaried,52853,Prime,2025-04-15
CUST000486,Delhi,Delhi,53,Salaried,23476,Mass,2025-04-04
CUST000487,Gujarat,Vadodara,59,Self-employed,13004,Mass,2025-12-31
CUST000488,Tamil Nadu,Coimbatore,36,Salaried,42370,Emerging,2026-04-21
CUST000489,Karnataka,Hubli,39,Salaried,20923,Mass,2026-05-11
CUST000490,Gujarat,Surat,57,Salaried,73444,Prime,2025-03-06
CUST000491,Tamil Nadu,Coimbatore,53,Gig worker,70756,Prime,2025-10-13
CUST000492,Karnataka,Hubli,30,Gig worker,13352,Mass,2026-02-23
CUST000493,Telangana,Hyderabad,37,Salaried,13621,Mass,2025-04-07
CUST000494,Telangana,Hyderabad,30,Gig worker,37448,Emerging,2025-02-26
CUST000495,Delhi,Delhi,44,Salaried,42888,Emerging,2025-06-09
CUST000496,Delhi,Delhi,51,Salaried,66632,Prime,2025-01-14
CUST000497,Gujarat,Ahmedabad,25,Gig worker,30743,Emerging,2025-04-14
CUST000498,Maharashtra,Nagpur,37,Small business,23307,Mass,2025-05-25
CUST000499,Gujarat,Vadodara,23,Self-employed,67766,Prime,2026-05-04
CUST000500,Karnataka,Mysore,30,Small business,12000,Mass,2026-03-24
CUST000501,Maharashtra,Mumbai,38,Salaried,56829,Prime,2025-03-09
CUST000502,Maharashtra,Mumbai,60,Salaried,26593,Emerging,2026-02-04
CUST000503,Karnataka,Mysore,25,Self-employed,57925,Prime,2026-03-22
CUST000504,Telangana,Hyderabad,23,Self-employed,68628,Prime,2025-09-22
CUST000505,Maharashtra,Nagpur,54,Self-employed,49773,Emerging,2026-01-15
CUST000506,Maharashtra,Mumbai,40,Salaried,52832,Prime,2025-02-18
CUST000507,Tamil Nadu,Chennai,31,Salaried,24746,Mass,2025-04-13
CUST000508,Delhi,Delhi,50,Self-employed,52271,Prime,2025-08-08
CUST000509,Gujarat,Vadodara,43,Salaried,41374,Emerging,2025-05-28
CUST000510,Delhi,Delhi,52,Salaried,80251,Prime,2026-03-17
CUST000511,Tamil Nadu,Coimbatore,46,Salaried,61273,Prime,2025-03-26
CUST000512,Karnataka,Bangalore,53,Salaried,35349,Emerging,2025-02-20
CUST000513,Gujarat,Vadodara,59,Small business,26798,Emerging,2025-11-01
CUST000514,Maharashtra,Mumbai,24,Salaried,40925,Emerging,2025-11-29
CUST000515,Karnataka,Bangalore,40,Salaried,54365,Prime,2025-02-10
CUST000516,Tamil Nadu,Madurai,29,Small business,62192,Prime,2025-12-02
CUST000517,Maharashtra,Pune,58,Salaried,14087,Mass,2025-06-03
CUST000518,Delhi,Delhi,24,Salaried,12000,Mass,2026-02-02
CUST000519,Gujarat,Ahmedabad,41,Self-employed,70298,Prime,2026-01-12
CUST000520,Delhi,Delhi,37,Self-employed,80153,Prime,2025-05-09
CUST000521,Karnataka,Hubli,38,Small business,47933,Emerging,2026-01-08
CUST000522,Telangana,Warangal,33,Self-employed,55028,Prime,2025-01-23
CUST000523,Karnataka,Mysore,61,Self-employed,66369,Prime,2025-03-21
CUST000524,Karnataka,Hubli,21,Gig worker,36717,Emerging,2025-05-31
CUST000525,Gujarat,Ahmedabad,31,Self-employed,78269,Prime,2025-11-10
CUST000526,Delhi,Delhi,52,Salaried,63488,Prime,2026-03-26
CUST000527,Telangana,Warangal,40,Salaried,52740,Prime,2025-02-07
CUST000528,Gujarat,Ahmedabad,61,Salaried,85337,Prime,2025-09-07
CUST000529,Karnataka,Mysore,54,Salaried,64397,Prime,2025-06-20
CUST000530,Tamil Nadu,Chennai,38,Self-employed,43567,Emerging,2025-10-23
CUST000531,Gujarat,Ahmedabad,33,Salaried,66079,Prime,2025-05-24
CUST000532,Karnataka,Hubli,50,Salaried,55084,Prime,2025-08-26
CUST000533,Karnataka,Hubli,40,Self-employed,86409,Prime,2026-01-24
CUST000534,Telangana,Warangal,36,Salaried,43560,Emerging,2026-05-05
CUST000535,Telangana,Warangal,57,Salaried,64420,Prime,2025-08-25
CUST000536,Telangana,Hyderabad,33,Salaried,65921,Prime,2025-01-15
CUST000537,Karnataka,Bangalore,23,Small business,54881,Prime,2025-02-09
CUST000538,Maharashtra,Nagpur,41,Small business,17539,Mass,2026-01-10
CUST000539,Maharashtra,Mumbai,43,Gig worker,57678,Prime,2025-08-21
CUST000540,Maharashtra,Mumbai,39,Self-employed,27922,Emerging,2025-11-17
CUST000541,Karnataka,Hubli,26,Self-employed,37339,Emerging,2025-02-09
CUST000542,Telangana,Warangal,48,Salaried,47389,Emerging,2026-03-20
CUST000543,Maharashtra,Pune,47,Salaried,81891,Prime,2025-11-29
CUST000544,Telangana,Hyderabad,31,Salaried,55606,Prime,2025-01-19
CUST000545,Tamil Nadu,Madurai,39,Self-employed,12000,Mass,2025-04-26
CUST000546,Tamil Nadu,Chennai,24,Self-employed,70768,Prime,2025-12-15
CUST000547,Tamil Nadu,Coimbatore,57,Salaried,43419,Emerging,2026-03-12
CUST000548,Maharashtra,Nagpur,46,Salaried,62481,Prime,2025-06-21
CUST000549,Gujarat,Vadodara,55,Self-employed,79223,Prime,2026-02-01
CUST000550,Telangana,Hyderabad,44,Salaried,55899,Prime,2025-08-27
CUST000551,Maharashtra,Mumbai,43,Small business,31373,Emerging,2026-01-21
CUST000552,Gujarat,Ahmedabad,35,Salaried,71105,Prime,2025-10-25
CUST000553,Karnataka,Hubli,50,Small business,42095,Emerging,2026-03-12
CUST000554,Tamil Nadu,Madurai,40,Self-employed,70616,Prime,2026-03-08
CUST000555,Karnataka,Mysore,38,Self-employed,57477,Prime,2025-08-04
CUST000556,Telangana,Hyderabad,52,Salaried,45621,Emerging,2025-04-28
CUST000557,Maharashtra,Pune,28,Salaried,42642,Emerging,2026-04-21
CUST000558,Telangana,Warangal,56,Salaried,51556,Prime,2025-03-22
CUST000559,Maharashtra,Mumbai,60,Salaried,45697,Emerging,2025-07-23
CUST000560,Maharashtra,Nagpur,21,Self-employed,68864,Prime,2026-01-27
CUST000561,Telangana,Warangal,33,Salaried,42495,Emerging,2025-04-21
CUST000562,Telangana,Warangal,44,Salaried,61327,Prime,2025-01-04
CUST000563,Karnataka,Bangalore,21,Salaried,38772,Emerging,2026-04-26
CUST000564,Karnataka,Bangalore,34,Salaried,47934,Emerging,2025-10-22
CUST000565,Karnataka,Bangalore,42,Salaried,53632,Prime,2025-05-06
CUST000566,Telangana,Hyderabad,28,Small business,51717,Prime,2025-03-02
CUST000567,Telangana,Hyderabad,56,Self-employed,46967,Emerging,2025-02-06
CUST000568,Maharashtra,Mumbai,32,Small business,29116,Emerging,2025-11-19
CUST000569,Gujarat,Surat,33,Salaried,77505,Prime,2026-03-12
CUST000570,Gujarat,Vadodara,39,Small business,37907,Emerging,2025-02-21
CUST000571,Maharashtra,Mumbai,24,Gig worker,45052,Emerging,2025-03-26
CUST000572,Delhi,Delhi,36,Small business,12000,Mass,2025-08-28
CUST000573,Delhi,Delhi,32,Salaried,46821,Emerging,2026-03-10
CUST000574,Tamil Nadu,Madurai,54,Gig worker,12674,Mass,2025-08-20
CUST000575,Delhi,Delhi,41,Salaried,40385,Emerging,2025-08-04
CUST000576,Telangana,Hyderabad,47,Salaried,49015,Emerging,2026-01-17
CUST000577,Karnataka,Mysore,51,Salaried,54476,Prime,2026-02-16
CUST000578,Maharashtra,Pune,24,Salaried,48424,Emerging,2025-11-22
CUST000579,Tamil Nadu,Coimbatore,41,Self-employed,60885,Prime,2025-05-29
CUST000580,Telangana,Warangal,60,Gig worker,37329,Emerging,2025-12-30
CUST000581,Telangana,Warangal,53,Salaried,50402,Prime,2025-12-29
CUST000582,Karnataka,Mysore,46,Salaried,63647,Prime,2025-03-24
CUST000583,Karnataka,Mysore,39,Salaried,41959,Emerging,2025-09-30
CUST000584,Delhi,Delhi,36,Gig worker,55743,Prime,2025-04-04
CUST000585,Gujarat,Surat,30,Small business,52005,Prime,2025-01-28
CUST000586,Karnataka,Hubli,34,Salaried,35126,Emerging,2025-11-02
CUST000587,Maharashtra,Pune,33,Salaried,56438,Prime,2026-03-30
CUST000588,Tamil Nadu,Chennai,25,Self-employed,81247,Prime,2026-01-02
CUST000589,Karnataka,Bangalore,32,Self-employed,68741,Prime,2025-10-20
CUST000590,Karnataka,Mysore,27,Small business,53266,Prime,2025-03-15
CUST000591,Gujarat,Ahmedabad,61,Salaried,62108,Prime,2025-10-20
CUST000592,Karnataka,Bangalore,43,Small business,42156,Emerging,2025-02-07
CUST000593,Telangana,Hyderabad,61,Salaried,58904,Prime,2025-01-19
CUST000594,Delhi,Delhi,39,Small business,57215,Prime,2025-08-07
CUST000595,Karnataka,Bangalore,47,Self-employed,67979,Prime,2025-06-25
CUST000596,Karnataka,Hubli,36,Self-employed,94126,Affluent,2026-01-22
CUST000597,Telangana,Hyderabad,58,Salaried,69146,Prime,2025-06-13
CUST000598,Karnataka,Bangalore,33,Self-employed,62212,Prime,2025-02-11
CUST000599,Delhi,Delhi,58,Self-employed,30656,Emerging,2025-02-12
CUST000600,Karnataka,Bangalore,55,Small business,27031,Emerging,2025-12-29
CUST000601,Maharashtra,Mumbai,55,Salaried,29714,Emerging,2026-01-19
CUST000602,Maharashtra,Pune,46,Salaried,60544,Prime,2025-09-24
CUST000603,Maharashtra,Nagpur,45,Gig worker,12000,Mass,2025-06-08
CUST000604,Maharashtra,Pune,51,Salaried,48904,Emerging,2025-08-24
CUST000605,Tamil Nadu,Coimbatore,28,Salaried,28301,Emerging,2025-04-22
CUST000606,Maharashtra,Pune,50,Small business,30369,Emerging,2026-04-05
CUST000607,Maharashtra,Mumbai,29,Salaried,53614,Prime,2026-05-01
CUST000608,Delhi,Delhi,40,Salaried,28947,Emerging,2025-02-13
CUST000609,Karnataka,Bangalore,33,Salaried,41946,Emerging,2026-01-28
CUST000610,Gujarat,Surat,44,Salaried,13121,Mass,2026-04-10
CUST000611,Maharashtra,Nagpur,45,Salaried,50752,Prime,2025-11-28
CUST000612,Tamil Nadu,Chennai,60,Gig worker,65241,Prime,2025-10-22
CUST000613,Maharashtra,Pune,58,Self-employed,73665,Prime,2025-10-09
CUST000614,Maharashtra,Mumbai,46,Salaried,56466,Prime,2025-06-25
CUST000615,Tamil Nadu,Madurai,50,Salaried,80623,Prime,2025-11-26
CUST000616,Telangana,Warangal,38,Small business,31208,Emerging,2025-07-20
CUST000617,Delhi,Delhi,42,Salaried,41801,Emerging,2026-04-25
CUST000618,Karnataka,Mysore,38,Salaried,35848,Emerging,2026-01-19
CUST000619,Karnataka,Mysore,37,Salaried,51439,Prime,2026-01-29
CUST000620,Telangana,Hyderabad,52,Salaried,43453,Emerging,2025-05-08
CUST000621,Maharashtra,Pune,48,Small business,20869,Mass,2025-04-02
CUST000622,Tamil Nadu,Coimbatore,23,Self-employed,74387,Prime,2026-04-30
CUST000623,Karnataka,Mysore,33,Salaried,82162,Prime,2025-06-27
CUST000624,Gujarat,Surat,52,Self-employed,58960,Prime,2025-02-18
CUST000625,Maharashtra,Mumbai,52,Self-employed,55701,Prime,2025-04-18
CUST000626,Karnataka,Hubli,25,Salaried,54250,Prime,2026-02-14
CUST000627,Telangana,Warangal,54,Self-employed,72613,Prime,2025-12-19
CUST000628,Karnataka,Mysore,50,Salaried,51642,Prime,2026-04-18
CUST000629,Karnataka,Hubli,60,Salaried,50402,Prime,2025-11-21
CUST000630,Gujarat,Surat,29,Salaried,69343,Prime,2025-04-28
CUST000631,Tamil Nadu,Coimbatore,39,Salaried,51239,Prime,2025-10-18
CUST000632,Telangana,Warangal,27,Small business,12000,Mass,2026-05-02
CUST000633,Delhi,Delhi,56,Small business,42144,Emerging,2025-07-18
CUST000634,Karnataka,Hubli,60,Small business,43403,Emerging,2025-01-17
CUST000635,Karnataka,Hubli,55,Self-employed,58078,Prime,2026-03-29
CUST000636,Maharashtra,Mumbai,59,Salaried,34984,Emerging,2026-02-10
CUST000637,Karnataka,Bangalore,42,Small business,12000,Mass,2026-03-07
CUST000638,Karnataka,Bangalore,37,Self-employed,87476,Prime,2025-04-22
CUST000639,Delhi,Delhi,36,Salaried,64940,Prime,2025-01-10
CUST000640,Karnataka,Hubli,57,Salaried,64662,Prime,2025-01-29
CUST000641,Maharashtra,Pune,45,Self-employed,84561,Prime,2025-02-20
CUST000642,Tamil Nadu,Coimbatore,43,Gig worker,12000,Mass,2026-05-13
CUST000643,Telangana,Hyderabad,25,Self-employed,55442,Prime,2025-04-20
CUST000644,Karnataka,Bangalore,45,Salaried,47420,Emerging,2026-04-18
CUST000645,Karnataka,Bangalore,54,Gig worker,25707,Emerging,2025-04-02
CUST000646,Maharashtra,Nagpur,52,Small business,32616,Emerging,2026-04-10
CUST000647,Maharashtra,Pune,49,Salaried,39148,Emerging,2025-08-08
CUST000648,Maharashtra,Mumbai,31,Self-employed,85615,Prime,2025-07-08
CUST000649,Tamil Nadu,Coimbatore,53,Gig worker,14377,Mass,2026-05-07
CUST000650,Telangana,Warangal,31,Self-employed,47215,Emerging,2026-03-30
CUST000651,Telangana,Hyderabad,29,Gig worker,14782,Mass,2025-07-30
CUST000652,Karnataka,Bangalore,30,Self-employed,76334,Prime,2026-02-18
CUST000653,Karnataka,Bangalore,40,Salaried,45817,Emerging,2025-05-01
CUST000654,Telangana,Hyderabad,41,Self-employed,45138,Emerging,2025-10-28
CUST000655,Karnataka,Mysore,46,Gig worker,12000,Mass,2025-09-05
CUST000656,Delhi,Delhi,38,Self-employed,51990,Prime,2025-07-12
CUST000657,Delhi,Delhi,46,Gig worker,22528,Mass,2025-12-20
CUST000658,Gujarat,Vadodara,57,Self-employed,57465,Prime,2025-12-23
CUST000659,Maharashtra,Nagpur,25,Gig worker,44603,Emerging,2025-12-10
CUST000660,Tamil Nadu,Chennai,35,Salaried,90733,Affluent,2025-09-05
CUST000661,Karnataka,Mysore,41,Small business,31447,Emerging,2025-12-20
CUST000662,Tamil Nadu,Madurai,51,Salaried,38291,Emerging,2025-06-08
CUST000663,Gujarat,Surat,26,Salaried,14352,Mass,2026-03-06
CUST000664,Karnataka,Hubli,44,Salaried,27604,Emerging,2026-03-19
CUST000665,Maharashtra,Pune,44,Salaried,27636,Emerging,2025-05-25
CUST000666,Maharashtra,Mumbai,52,Salaried,43217,Emerging,2026-02-13
CUST000667,Karnataka,Mysore,44,Small business,25063,Emerging,2025-02-14
CUST000668,Karnataka,Bangalore,29,Salaried,52365,Prime,2026-05-06
CUST000669,Karnataka,Hubli,40,Self-employed,84206,Prime,2025-12-23
CUST000670,Maharashtra,Pune,55,Salaried,88113,Prime,2026-04-05
CUST000671,Telangana,Hyderabad,28,Salaried,48121,Emerging,2025-05-15
CUST000672,Maharashtra,Pune,44,Salaried,56960,Prime,2026-01-10
CUST000673,Karnataka,Hubli,48,Self-employed,83980,Prime,2025-12-25
CUST000674,Telangana,Warangal,39,Self-employed,50927,Prime,2025-05-24
CUST000675,Gujarat,Ahmedabad,40,Small business,31217,Emerging,2025-07-01
CUST000676,Telangana,Hyderabad,43,Salaried,36206,Emerging,2025-06-21
CUST000677,Delhi,Delhi,21,Salaried,74315,Prime,2026-04-22
CUST000678,Maharashtra,Pune,58,Salaried,47617,Emerging,2026-03-22
CUST000679,Delhi,Delhi,22,Salaried,59312,Prime,2025-11-16
CUST000680,Delhi,Delhi,44,Self-employed,107530,Affluent,2025-07-21
CUST000681,Maharashtra,Pune,56,Self-employed,59623,Prime,2025-10-16
CUST000682,Maharashtra,Nagpur,26,Salaried,53694,Prime,2025-06-09
CUST000683,Tamil Nadu,Chennai,24,Small business,48486,Emerging,2026-01-28
CUST000684,Telangana,Hyderabad,57,Self-employed,87850,Prime,2025-02-19
CUST000685,Gujarat,Surat,24,Small business,25368,Emerging,2025-04-01
CUST000686,Tamil Nadu,Coimbatore,51,Salaried,59990,Prime,2025-12-10
CUST000687,Karnataka,Mysore,41,Salaried,67779,Prime,2025-09-07
CUST000688,Telangana,Hyderabad,25,Salaried,64545,Prime,2026-02-13
CUST000689,Karnataka,Hubli,40,Self-employed,56983,Prime,2026-03-11
CUST000690,Gujarat,Ahmedabad,25,Salaried,47111,Emerging,2025-02-04
CUST000691,Gujarat,Ahmedabad,41,Gig worker,18014,Mass,2025-10-29
CUST000692,Delhi,Delhi,42,Small business,18144,Mass,2025-03-11
CUST000693,Karnataka,Bangalore,60,Salaried,57315,Prime,2025-03-24
CUST000694,Gujarat,Ahmedabad,24,Self-employed,68530,Prime,2025-04-09
CUST000695,Maharashtra,Pune,45,Salaried,19753,Mass,2025-05-30
CUST000696,Telangana,Warangal,57,Self-employed,72721,Prime,2025-10-08
CUST000697,Maharashtra,Pune,53,Self-employed,72682,Prime,2026-01-07
CUST000698,Tamil Nadu,Chennai,33,Self-employed,77396,Prime,2025-12-22
CUST000699,Karnataka,Bangalore,25,Salaried,41720,Emerging,2025-03-10
CUST000700,Gujarat,Ahmedabad,59,Small business,12000,Mass,2026-03-28
CUST000701,Telangana,Warangal,21,Small business,62932,Prime,2025-06-03
CUST000702,Tamil Nadu,Madurai,21,Salaried,42468,Emerging,2025-12-24
CUST000703,Karnataka,Hubli,30,Small business,12000,Mass,2025-05-05
CUST000704,Maharashtra,Nagpur,22,Self-employed,69294,Prime,2025-02-25
CUST000705,Maharashtra,Pune,28,Self-employed,78819,Prime,2025-10-01
CUST000706,Karnataka,Bangalore,35,Salaried,33002,Emerging,2025-03-09
